WKT,name,description
"POLYGON ((106.800288 -6.3658399, 106.7793454 -6.3634514, 106.7662991 -6.362769, 106.7570294 -6.3692519, 106.7450131 -6.3774407, 106.7336834 -6.3887001, 106.7226971 -6.4009829, 106.7192639 -6.4142888, 106.7209805 -6.4269121, 106.7271603 -6.431006, 106.7319668 -6.4518165, 106.7340268 -6.4634154, 106.7522229 -6.4634154, 106.7927349 -6.4634154, 106.8280972 -6.4668268, 106.84492 -6.4613686, 106.8765057 -6.4559103, 106.8850888 -6.4480639, 106.8943585 -6.4289591, 106.8960751 -6.4095124, 106.8988217 -6.4003005, 106.8916119 -6.3904061, 106.8751324 -6.3828999, 106.8517865 -6.3784643, 106.8184842 -6.3716403, 106.800288 -6.3658399))",Depok,
